date,campaign_name,impressions,clicks,conversions,spend
2024-10-28,IG Campaign B,5972,537,65,1815.13
2025-07-23,IG Campaign A,3789,443,34,1029.88
2024-08-23,IG Campaign B,11608,2220,428,1951.34
2024-11-07,IG Campaign C,17096,1966,243,1516.91
2024-11-30,IG Campaign B,2888,217,11,1297.46
2024-12-28,IG Campaign A,7103,681,199,1498.4
2025-02-17,IG Campaign C,2512,249,51,651.75
2024-08-14,IG Campaign D,12023,1968,235,1671.05
2024-09-10,IG Campaign C,9278,1753,131,763.45
2025-04-25,IG Campaign B,6934,1200,106,1736.66
2025-01-21,IG Campaign C,15514,1553,110,384.75
2025-07-15,IG Campaign D,12302,166,31,286.77
2025-04-20,IG Campaign B,3101,373,90,895.93
2025-07-21,IG Campaign B,11098,1762,368,453.65
2025-02-28,IG Campaign B,3860,516,72,1980.15
2025-02-16,IG Campaign A,4916,355,78,1103.72
2025-06-04,IG Campaign C,2877,573,38,719.39
2025-06-17,IG Campaign D,5707,289,65,775.09
2024-09-29,IG Campaign D,19072,913,95,1925.11
2025-01-27,IG Campaign B,13741,1302,179,1679.3
2025-01-08,IG Campaign D,7776,683,118,521.5
2025-06-18,IG Campaign A,9711,1933,325,1572.4
2024-12-15,IG Campaign A,3631,414,104,1687.18
2025-05-30,IG Campaign C,12532,642,159,1970.68
2024-08-10,IG Campaign D,6558,1090,320,519.39
2024-11-13,IG Campaign B,17307,2959,801,1945.27
2025-06-10,IG Campaign A,17189,397,40,956.42
2024-11-13,IG Campaign B,11170,228,16,337.74
2024-11-15,IG Campaign D,8972,495,133,1590.24
2025-04-02,IG Campaign A,12827,971,86,516.81
2024-08-06,IG Campaign D,12977,698,53,658.1
2025-06-16,IG Campaign A,12510,2088,534,992.31
2025-07-07,IG Campaign A,16610,853,54,275.69
2024-10-07,IG Campaign A,13033,2404,687,1696.89
2025-03-07,IG Campaign A,14027,871,134,1750.6
2025-01-24,IG Campaign C,13259,1710,204,258.16
2024-11-05,IG Campaign C,17716,1679,102,1086.89
2025-02-04,IG Campaign A,4265,386,45,1943.89
2025-05-15,IG Campaign C,12973,1054,176,515.86
2024-08-08,IG Campaign C,14962,1688,340,1567.12
2025-01-10,IG Campaign B,19981,1078,215,1952.44
2025-01-01,IG Campaign C,14790,1489,123,1182.86
2025-05-01,IG Campaign B,19822,3930,530,1361.29
2025-03-22,IG Campaign C,10840,1175,68,1017.67
2024-11-01,IG Campaign D,10921,118,35,1290.88
2024-12-27,IG Campaign B,13862,223,65,825.33
2025-04-16,IG Campaign D,1253,55,3,1455.43
2025-01-12,IG Campaign D,5874,145,33,231.49
2025-05-26,IG Campaign D,19402,2336,573,805.82
2025-03-18,IG Campaign D,5875,396,47,1925.21
2024-09-08,IG Campaign C,6754,111,11,1793.08
2025-07-23,IG Campaign D,17491,1935,197,1228.4
2024-12-30,IG Campaign D,19655,2845,435,522.1
2024-09-22,IG Campaign C,18345,1844,337,1841.87
2025-02-10,IG Campaign A,1556,191,18,564.79
2025-01-16,IG Campaign B,6264,776,215,1492.96
2024-10-24,IG Campaign C,13985,694,198,1794.43
2024-08-28,IG Campaign B,1851,193,13,1299.77
2025-02-05,IG Campaign B,8441,1537,415,634.76
2024-08-01,IG Campaign C,3082,288,75,216.79
2024-12-11,IG Campaign C,13959,1771,108,889.23
2025-03-24,IG Campaign A,5905,941,171,1859.73
2025-06-30,IG Campaign A,4094,547,29,553.05
2024-08-27,IG Campaign C,13446,2235,417,1774.52
2024-11-04,IG Campaign C,8981,379,20,1579.21
2024-12-12,IG Campaign D,14442,1293,286,390.81
2024-12-08,IG Campaign C,10387,1055,230,1090.76
2025-02-08,IG Campaign A,2976,576,81,730.29
2025-04-12,IG Campaign B,18787,2768,168,268.04
2025-06-08,IG Campaign C,13347,2256,649,1152.96
2024-09-30,IG Campaign C,5888,1052,78,490.43
2025-05-20,IG Campaign B,2353,65,14,1821.92
2024-10-09,IG Campaign A,16014,2200,379,1322.7
2024-09-09,IG Campaign B,1173,89,19,766.48
2025-02-27,IG Campaign D,3307,636,37,1725.1
2025-03-28,IG Campaign D,7786,958,112,775.75
2024-12-25,IG Campaign C,6623,915,139,1229.27
2024-11-09,IG Campaign D,1053,80,21,745.6
2024-08-25,IG Campaign A,3146,174,28,587.02
2024-10-01,IG Campaign A,1416,233,52,1943.76
2024-08-08,IG Campaign B,15525,3045,247,1707.29
2025-06-13,IG Campaign A,19028,3286,739,938.01
2025-06-06,IG Campaign D,12457,183,48,1100.51
2025-04-30,IG Campaign A,15652,436,56,804.34
2025-02-01,IG Campaign C,15081,1950,101,1604.11
2025-02-18,IG Campaign D,10288,1800,276,371.14
2024-08-21,IG Campaign A,14278,1512,196,1166.44
2025-01-08,IG Campaign A,3701,364,95,1909.7
2024-12-13,IG Campaign B,13781,2515,630,961.95
2025-04-07,IG Campaign A,6622,859,129,1405.4
2024-12-27,IG Campaign B,8867,1377,127,1636.29
2025-03-01,IG Campaign C,10167,771,108,649.43
2024-09-09,IG Campaign C,19583,2155,625,1080.9
2024-11-26,IG Campaign A,6257,671,67,389.62
2024-08-22,IG Campaign B,18221,686,115,721.16
2024-10-10,IG Campaign C,8649,706,75,1008.62
2024-08-05,IG Campaign D,13604,1918,491,653.7
2025-07-25,IG Campaign B,12759,1491,249,888.64
2025-06-06,IG Campaign A,2168,52,12,1727.44
2024-11-27,IG Campaign B,18049,3537,667,151.61
2025-02-06,IG Campaign A,15627,1343,132,1115.45
2025-04-25,IG Campaign C,1532,254,67,339.92
2024-11-20,IG Campaign A,10783,1138,147,1409.26
2025-02-15,IG Campaign B,6194,1228,274,336.0
2025-07-04,IG Campaign C,6115,500,99,129.69
2024-11-21,IG Campaign A,11354,1161,207,503.64
2025-06-17,IG Campaign B,5352,994,90,1442.71
2025-02-21,IG Campaign C,18206,2144,452,1695.85
2025-05-08,IG Campaign C,5351,761,55,522.85
2025-01-09,IG Campaign C,10471,137,12,499.31
2025-04-29,IG Campaign C,8351,328,96,836.94
2025-01-09,IG Campaign D,12497,802,76,1970.25
2025-01-16,IG Campaign C,17309,2029,214,914.31
2024-09-09,IG Campaign D,6293,1229,139,925.98
2024-11-23,IG Campaign A,8610,725,58,1791.84
2024-10-13,IG Campaign A,13807,2227,180,1863.6
2024-12-28,IG Campaign D,4943,646,97,1327.16
2025-04-18,IG Campaign C,3000,480,134,260.4
2025-01-25,IG Campaign A,7141,1254,336,1430.12
2024-08-18,IG Campaign C,8019,1310,339,770.07
2024-10-03,IG Campaign B,9845,534,33,237.55
2024-10-15,IG Campaign B,14642,975,63,269.47
2025-05-06,IG Campaign A,12983,1351,176,379.95
2025-07-13,IG Campaign C,2658,94,14,423.66
2024-08-20,IG Campaign B,3014,578,109,389.55
2025-05-08,IG Campaign C,11305,2173,200,1026.5
2025-01-21,IG Campaign D,17625,530,49,1917.06
2025-07-07,IG Campaign C,4108,411,98,1646.1
2024-09-16,IG Campaign A,3576,709,174,1361.84
2025-02-10,IG Campaign B,5514,408,37,1139.45
2024-11-10,IG Campaign C,9769,776,210,1992.87
2025-07-17,IG Campaign C,4888,617,77,314.9
2025-01-19,IG Campaign D,8356,1289,81,1303.72
2025-01-04,IG Campaign C,7063,916,144,1948.33
2025-07-29,IG Campaign A,12563,637,187,662.61
2024-08-04,IG Campaign D,8741,111,14,1577.92
2024-11-09,IG Campaign B,12667,2262,458,1890.17
2024-09-26,IG Campaign A,17627,2684,254,1364.03
2024-10-01,IG Campaign C,19982,530,43,317.48
2025-01-25,IG Campaign B,2994,120,31,1808.76
2025-02-11,IG Campaign D,17214,2344,531,465.09
2025-08-01,IG Campaign A,13162,2169,251,1133.54
2025-01-26,IG Campaign B,13008,1448,267,1110.91
2024-12-11,IG Campaign A,8829,1155,62,365.66
2024-12-20,IG Campaign C,8783,1269,225,1294.99
2025-06-20,IG Campaign A,7070,796,139,368.99
2025-05-30,IG Campaign B,4028,55,5,1916.19
2024-09-29,IG Campaign C,2888,48,7,387.28
2025-07-07,IG Campaign B,3227,239,24,1997.34
2025-03-31,IG Campaign A,2955,547,83,1954.7
2025-02-23,IG Campaign C,12665,1530,341,784.26
2025-03-11,IG Campaign B,16000,1353,163,501.45
2024-09-06,IG Campaign A,13998,544,56,1530.88
2025-02-18,IG Campaign A,2333,370,42,238.85
2025-07-20,IG Campaign A,7013,1075,293,1105.79
2024-08-03,IG Campaign A,15365,1809,177,920.51
2025-04-04,IG Campaign C,8065,1153,226,105.0
2024-08-14,IG Campaign A,12530,2424,239,1463.03
2024-12-10,IG Campaign A,10044,365,21,1455.41
2024-12-09,IG Campaign B,15513,1232,254,1424.24
2024-08-30,IG Campaign C,12885,145,34,1091.19
2024-10-11,IG Campaign A,19378,534,38,747.6
2024-09-06,IG Campaign A,8467,93,9,1895.67
2025-07-31,IG Campaign D,2555,87,18,922.94
2025-02-01,IG Campaign D,2399,388,110,1849.48
2025-03-11,IG Campaign C,16456,2284,664,495.48
2024-08-19,IG Campaign D,1735,172,47,525.52
2024-11-27,IG Campaign C,10372,1203,306,217.99
2024-12-22,IG Campaign B,2531,110,27,1224.88
2025-02-27,IG Campaign A,14146,2597,753,1505.7
2024-09-27,IG Campaign B,19202,2725,536,1230.65
2025-06-24,IG Campaign B,16588,330,84,1111.4
2025-01-20,IG Campaign B,11606,2197,501,176.15
2025-06-09,IG Campaign B,1118,22,5,1265.44
2024-10-23,IG Campaign D,10198,347,70,1212.31
2025-06-20,IG Campaign C,1978,62,3,1842.72
2024-11-12,IG Campaign D,10643,431,94,1997.89
2024-09-10,IG Campaign D,15307,1451,367,1514.18
2024-08-22,IG Campaign D,6929,406,63,1762.9
2024-08-10,IG Campaign C,3131,64,13,1828.16
2024-12-24,IG Campaign B,6775,1096,153,1224.23
2025-07-01,IG Campaign D,13159,2116,412,1620.72
2024-09-19,IG Campaign D,15492,1230,248,1661.25
2024-08-04,IG Campaign C,11426,2212,308,1080.87
2025-02-11,IG Campaign B,8647,1454,390,1340.87
2024-09-25,IG Campaign A,17462,901,248,461.18
2025-04-30,IG Campaign A,7158,365,83,1652.22
2025-02-25,IG Campaign B,16425,1287,121,871.58
2025-03-23,IG Campaign C,5744,350,74,211.17
2024-10-01,IG Campaign D,16997,422,119,495.63
2025-06-23,IG Campaign B,13900,1223,289,387.14
2025-05-16,IG Campaign D,2701,308,55,1295.61
2025-06-11,IG Campaign A,13504,587,34,717.05
2024-11-13,IG Campaign A,15898,1659,299,1636.32
2025-03-19,IG Campaign D,7321,1396,295,1388.01
2024-10-25,IG Campaign B,9064,1221,342,504.5
2025-07-23,IG Campaign A,1913,252,49,618.31
2024-12-17,IG Campaign B,5693,351,74,669.87
2024-09-27,IG Campaign B,10190,348,89,330.57
2025-06-14,IG Campaign B,9006,189,37,1617.69
2025-05-18,IG Campaign D,2659,51,5,883.02
2025-01-10,IG Campaign D,7701,603,116,1353.23
2024-08-04,IG Campaign A,4634,641,179,882.07
2024-12-13,IG Campaign B,16279,2594,304,609.76
2025-06-29,IG Campaign D,4267,363,41,286.98
2025-01-10,IG Campaign D,18736,1362,162,805.73
2025-03-27,IG Campaign D,8504,1638,381,188.89
2025-04-06,IG Campaign A,11115,740,210,306.39
2024-11-21,IG Campaign A,3203,356,82,1495.51
2024-09-10,IG Campaign D,2963,379,103,1702.67
2024-12-05,IG Campaign C,10012,515,39,428.46
2025-04-17,IG Campaign D,17043,1026,216,662.01
2024-12-21,IG Campaign D,9188,296,28,1141.72
2025-07-13,IG Campaign A,9413,259,56,1476.95
2024-09-14,IG Campaign C,5285,972,156,1961.76
2024-10-05,IG Campaign C,11263,1974,257,1851.26
2024-12-08,IG Campaign D,13825,1255,182,212.9
2024-09-03,IG Campaign B,5442,533,45,1248.51
2024-10-03,IG Campaign A,13893,1707,489,1849.75
2025-01-10,IG Campaign B,15969,621,66,1411.94
2024-11-17,IG Campaign D,19997,1059,275,1959.91
2024-08-20,IG Campaign C,3511,449,81,1471.0
2025-04-24,IG Campaign D,11205,434,61,1412.58
2025-05-30,IG Campaign C,8929,366,42,638.52
2025-06-04,IG Campaign A,12393,431,115,1733.08
2024-08-17,IG Campaign C,16468,1457,246,1992.15
2024-11-24,IG Campaign C,9862,1951,236,1690.94
2024-10-08,IG Campaign A,5298,885,123,900.8
2025-03-10,IG Campaign D,16083,929,113,960.2
2025-02-16,IG Campaign B,14511,1465,318,805.44
2024-10-17,IG Campaign D,6733,768,43,747.59
2025-07-26,IG Campaign C,14561,1074,146,1711.76
2025-07-07,IG Campaign A,1292,84,15,1220.97
2024-11-16,IG Campaign A,9695,543,149,1504.13
2025-06-07,IG Campaign B,15285,2282,376,738.5
2024-08-06,IG Campaign C,17257,3290,204,1648.93
2024-09-10,IG Campaign D,9298,1854,290,1396.98
2024-08-21,IG Campaign A,7040,892,90,1246.85
2025-05-16,IG Campaign B,18563,2512,419,584.61
2024-09-08,IG Campaign B,17531,1743,466,1169.24
2025-03-04,IG Campaign C,14409,381,110,759.52
2025-03-26,IG Campaign C,17022,1501,230,971.21
2024-09-20,IG Campaign D,17150,1686,318,1474.43
2024-08-27,IG Campaign B,18682,3221,264,1880.1
2025-03-19,IG Campaign C,19830,1508,323,203.16
2024-09-15,IG Campaign C,9024,650,131,122.81
2024-11-23,IG Campaign C,10049,955,175,390.56
2024-11-26,IG Campaign D,3895,460,30,1168.39
2024-10-27,IG Campaign D,7632,450,84,1219.37
2025-02-04,IG Campaign C,17131,3135,758,1320.66
2024-09-08,IG Campaign C,16758,1611,138,1579.79
2025-03-04,IG Campaign B,19044,2454,352,481.37
2025-01-17,IG Campaign B,9514,714,190,1934.88
2025-03-05,IG Campaign A,1512,51,13,1086.78
2024-12-21,IG Campaign C,5837,261,67,1497.19
2024-11-14,IG Campaign A,9133,1371,177,480.26
2024-11-15,IG Campaign A,16393,2714,635,586.99
2024-12-28,IG Campaign D,18146,1493,143,1544.07
2025-06-27,IG Campaign A,9263,482,29,1360.36
2024-09-17,IG Campaign A,16348,2952,768,1609.93
2024-08-15,IG Campaign B,10751,878,189,754.28
2024-11-27,IG Campaign C,12433,1051,244,323.98
2025-05-10,IG Campaign B,11878,1093,166,1053.75
2025-05-31,IG Campaign A,7320,935,248,730.06
2025-05-18,IG Campaign A,8874,1746,401,732.14
2024-11-10,IG Campaign C,15486,2571,344,192.55
2025-04-22,IG Campaign A,4398,832,50,165.76
2025-05-11,IG Campaign C,10587,367,69,351.29
2025-06-19,IG Campaign C,9096,978,50,271.73
2025-03-21,IG Campaign B,8949,1163,108,1962.27
2024-12-23,IG Campaign B,9886,791,114,1842.17
2024-12-22,IG Campaign A,11619,2213,361,1716.42
2025-01-08,IG Campaign C,19630,1779,98,1157.78
2025-06-13,IG Campaign A,11381,1195,161,173.58
2025-06-10,IG Campaign D,12425,1853,379,1697.56
2025-01-12,IG Campaign D,4819,310,51,214.33
2024-11-25,IG Campaign D,4507,465,60,1008.13
2025-06-13,IG Campaign C,4891,885,48,556.21
2025-07-18,IG Campaign A,14311,1883,494,1186.61
2025-03-05,IG Campaign C,17559,1016,203,1953.78
2024-11-23,IG Campaign A,14316,1974,442,1189.94
2025-06-12,IG Campaign C,3380,529,143,1000.64
2024-11-18,IG Campaign D,3762,649,45,1653.81
2024-12-17,IG Campaign B,12671,1872,288,1082.54
2025-01-04,IG Campaign D,5334,229,29,1090.72
2025-02-09,IG Campaign A,16678,1514,103,1978.78
2025-05-11,IG Campaign A,15379,2265,376,1139.38
2025-08-01,IG Campaign C,1166,154,28,1229.26
2025-06-24,IG Campaign C,11639,1711,220,736.55
2025-06-03,IG Campaign B,10604,169,50,988.9
2024-11-07,IG Campaign D,12072,483,97,825.24
2025-05-25,IG Campaign D,7173,923,60,986.56
2024-08-24,IG Campaign D,16140,436,105,1178.09
2024-09-21,IG Campaign C,16265,1275,69,188.71
2025-07-24,IG Campaign C,11951,1051,309,1677.59
2024-11-03,IG Campaign B,2458,427,45,164.69
2025-06-23,IG Campaign C,9101,1042,66,131.59
2025-05-28,IG Campaign B,15013,2047,163,1156.8
2024-12-25,IG Campaign B,9315,1440,365,1064.45
2025-06-14,IG Campaign A,7321,514,29,1165.38
2024-11-23,IG Campaign C,14640,738,135,988.5
2025-03-25,IG Campaign A,8706,428,48,288.77
2025-07-24,IG Campaign D,6431,854,243,1407.2
2025-03-20,IG Campaign D,8425,1285,327,1241.31
2025-06-16,IG Campaign C,9858,1033,292,1118.69
2025-01-08,IG Campaign C,12660,337,44,1261.7
2025-07-25,IG Campaign A,3291,402,49,1124.28
2025-01-21,IG Campaign B,10331,1642,469,462.43
2025-02-11,IG Campaign D,5299,373,31,1568.69
2025-04-28,IG Campaign B,5099,191,21,1802.95
2024-12-13,IG Campaign B,14421,1597,92,1181.12
2024-08-03,IG Campaign C,12607,2225,312,1975.9
2024-08-25,IG Campaign C,13471,998,273,1535.06
2024-12-09,IG Campaign C,2033,336,70,721.97
2024-09-13,IG Campaign C,4819,600,134,1863.97
2025-04-29,IG Campaign A,7703,813,234,1828.11
2025-03-30,IG Campaign C,2898,46,13,1956.29
2024-11-12,IG Campaign D,15882,3072,387,170.43
2025-05-11,IG Campaign A,18106,1370,189,1392.87
2025-03-20,IG Campaign C,1019,53,8,819.17
2025-04-20,IG Campaign C,16189,1139,72,734.23
2024-09-04,IG Campaign B,19069,2175,393,1237.77
2025-06-26,IG Campaign C,16442,2293,632,1765.07
2025-02-26,IG Campaign C,15873,2761,683,179.9
2024-08-26,IG Campaign A,2836,197,52,639.53
2025-02-12,IG Campaign A,12229,748,39,134.63
2025-02-05,IG Campaign D,16480,2609,632,1671.37
2024-09-16,IG Campaign A,14810,2903,313,384.87
2024-10-30,IG Campaign B,13134,543,110,280.41
2024-08-24,IG Campaign A,15257,2767,705,1121.19
2025-04-29,IG Campaign A,12972,1450,129,382.57
2025-06-13,IG Campaign D,7856,749,216,259.24
2025-02-28,IG Campaign B,6617,541,111,837.98
2025-02-15,IG Campaign B,6036,211,26,181.25
2024-09-14,IG Campaign B,16797,1205,104,1363.44
2025-01-03,IG Campaign D,15087,1491,440,1032.87
2024-10-29,IG Campaign B,19128,219,26,533.03
2024-09-07,IG Campaign A,10662,1071,288,1066.39
2025-01-08,IG Campaign B,5102,824,232,354.71
2025-07-19,IG Campaign D,9550,315,27,1435.42
2025-06-22,IG Campaign C,19130,1593,391,1911.11
2024-10-25,IG Campaign D,2545,297,70,1676.4
2024-08-13,IG Campaign D,6970,345,32,791.02
2025-03-06,IG Campaign D,1810,222,21,1419.28
2025-01-21,IG Campaign C,12465,513,107,320.73
2025-07-02,IG Campaign C,7757,506,111,1747.4
2024-08-04,IG Campaign A,4831,518,28,631.19
2025-01-21,IG Campaign D,16261,2584,604,1244.78
2025-01-25,IG Campaign D,5693,811,234,1031.44
2025-02-25,IG Campaign C,7056,674,107,1859.38
2025-06-19,IG Campaign B,19475,2796,592,1334.3
2024-10-25,IG Campaign A,18292,2525,453,1707.53
2025-02-05,IG Campaign D,15666,1187,341,679.61
2025-06-27,IG Campaign C,12895,2129,609,1043.74
2024-10-02,IG Campaign C,9780,1476,394,1493.36
2024-12-26,IG Campaign A,3984,735,183,1318.18
2025-07-28,IG Campaign B,8328,1295,295,534.91
2025-06-21,IG Campaign C,2141,241,62,650.24
2024-10-12,IG Campaign C,13082,1117,326,1385.59
2025-07-06,IG Campaign A,15569,780,226,746.26
2025-06-28,IG Campaign C,15746,798,210,1910.99
2025-01-17,IG Campaign C,12368,2048,237,873.49
2024-10-22,IG Campaign D,17916,581,158,499.49
2025-06-07,IG Campaign D,12787,697,189,121.32
2025-05-01,IG Campaign C,7392,241,45,1697.21
2024-09-26,IG Campaign D,8915,742,212,256.89
2025-03-12,IG Campaign A,11891,1215,282,113.78
2024-08-12,IG Campaign B,7295,369,104,1283.31
2024-11-26,IG Campaign B,13657,1829,173,1796.45
2024-09-04,IG Campaign D,6777,656,167,684.95
2025-04-29,IG Campaign B,3565,308,63,473.08
2024-10-05,IG Campaign D,11094,1576,457,654.73
2024-10-10,IG Campaign B,5920,995,114,779.53
2024-12-29,IG Campaign D,19556,2119,265,877.72
2025-02-15,IG Campaign D,2186,87,25,1036.55
2025-07-09,IG Campaign A,5237,787,144,572.84
2024-11-09,IG Campaign D,16946,2037,379,1888.41
2024-10-28,IG Campaign C,15582,1861,484,1643.27
2024-09-16,IG Campaign B,12033,1120,165,601.85
2025-07-08,IG Campaign C,15294,2577,242,579.68
2025-02-07,IG Campaign D,12441,2267,138,1743.67
2024-11-09,IG Campaign C,4608,712,107,1864.58
2025-01-13,IG Campaign C,9308,1779,264,1615.33
2025-07-04,IG Campaign B,8302,1290,209,1800.25
2024-11-29,IG Campaign D,3036,188,27,1906.52
2025-06-28,IG Campaign A,8487,1558,435,438.72
2025-01-16,IG Campaign B,17278,3180,451,637.4
2025-07-02,IG Campaign A,18758,2800,564,1651.89
2025-04-01,IG Campaign C,3056,462,114,219.97
2025-01-08,IG Campaign A,14589,2128,141,177.21
2025-03-23,IG Campaign A,16387,1710,363,533.6
2025-05-02,IG Campaign D,4334,248,47,478.67
2025-02-14,IG Campaign B,7460,1164,229,749.66
2025-06-05,IG Campaign A,17660,2842,810,1990.26
2025-02-02,IG Campaign B,4132,292,28,505.85
2024-09-28,IG Campaign A,1768,37,6,858.79
2025-05-08,IG Campaign A,14221,2454,127,913.69
2024-09-04,IG Campaign C,12264,1728,425,1304.46
2024-11-21,IG Campaign B,8812,1192,122,1249.74
2025-03-11,IG Campaign B,19327,892,55,1261.43
2025-01-31,IG Campaign B,4603,830,94,787.46
2025-01-20,IG Campaign D,2803,467,107,1144.55
2025-03-15,IG Campaign A,19474,3577,446,1815.25
2024-11-15,IG Campaign A,16756,2163,600,203.05
2025-06-01,IG Campaign C,16590,285,34,685.6
2025-02-28,IG Campaign D,16387,1376,391,1509.56
2025-01-08,IG Campaign C,7659,697,93,327.2
2025-01-07,IG Campaign B,12440,1048,93,753.59
2024-09-10,IG Campaign D,16507,1255,207,1002.43
2025-06-08,IG Campaign C,11514,1704,398,1876.98
2024-08-28,IG Campaign B,19954,1294,382,192.07
2024-09-11,IG Campaign D,7795,601,178,1125.22
2025-04-23,IG Campaign C,16242,1002,122,1309.54
2024-10-31,IG Campaign B,13359,1992,297,1208.72
2024-11-25,IG Campaign C,2978,112,8,228.51
2024-12-19,IG Campaign B,13488,151,33,691.42
2024-11-05,IG Campaign D,14204,1394,76,907.27
2025-02-20,IG Campaign B,7293,439,53,684.64
2025-02-07,IG Campaign C,2462,257,39,1549.53
2024-11-29,IG Campaign C,10736,1762,185,934.17
2024-09-06,IG Campaign D,19300,1321,226,555.29
2025-04-16,IG Campaign A,9531,549,160,554.88
2025-01-10,IG Campaign A,5419,93,8,1864.27
2024-08-20,IG Campaign D,4256,83,7,1209.47
2025-07-06,IG Campaign D,2074,338,98,650.54
2025-04-22,IG Campaign B,5559,387,34,1504.22
2025-01-09,IG Campaign B,8158,1545,446,1736.94
2025-06-21,IG Campaign D,19498,1029,266,1337.59
2024-10-24,IG Campaign D,16884,2906,263,1893.55
2025-04-28,IG Campaign D,8441,679,133,1524.98
2025-02-08,IG Campaign A,13037,488,56,1500.1
2025-05-10,IG Campaign C,2882,510,120,1018.06
2024-09-12,IG Campaign B,14299,1228,225,883.79
2025-06-02,IG Campaign B,11980,536,151,1976.94
2025-02-15,IG Campaign A,6087,657,57,1260.18
2024-12-18,IG Campaign D,19985,244,66,167.63
2025-01-11,IG Campaign D,8015,503,127,844.1
2025-04-26,IG Campaign A,18888,1020,210,291.76
2024-12-23,IG Campaign B,9370,1855,442,1800.57
2025-03-08,IG Campaign B,19654,727,88,193.16
2025-04-14,IG Campaign C,7178,957,149,1170.09
2025-03-17,IG Campaign C,9910,912,170,1967.01
2025-04-08,IG Campaign B,7031,975,249,737.24
2025-07-01,IG Campaign C,6939,516,150,104.1
2025-03-01,IG Campaign A,8498,1360,163,322.4
2025-01-06,IG Campaign D,3697,418,108,219.95
2025-03-24,IG Campaign D,6728,428,119,624.95
2025-05-30,IG Campaign A,1123,49,3,446.55
2025-05-11,IG Campaign B,1169,40,9,1006.77
2024-11-04,IG Campaign D,7566,89,10,233.55
2024-11-27,IG Campaign C,9255,1587,165,774.16
2024-08-04,IG Campaign D,15464,677,192,1186.29
2024-10-05,IG Campaign A,5702,65,15,830.51
2025-03-31,IG Campaign B,10642,431,110,216.67
2025-05-16,IG Campaign D,10796,847,100,1545.41
2024-11-22,IG Campaign C,11481,540,37,812.6
2024-11-13,IG Campaign A,13695,1223,111,393.14
2024-09-14,IG Campaign B,5729,265,45,1958.09
2025-07-08,IG Campaign A,14502,517,26,239.32
2025-06-26,IG Campaign B,4989,889,261,1016.69
2025-01-15,IG Campaign A,5212,699,63,1339.7
2024-11-23,IG Campaign B,1072,92,18,1725.1
2024-10-20,IG Campaign A,16725,1841,498,1061.22
2024-11-23,IG Campaign A,14350,1122,67,1544.84
2025-01-28,IG Campaign D,14490,2689,283,1100.19
2025-07-22,IG Campaign B,8847,1324,129,1077.12
2024-08-15,IG Campaign D,4920,814,185,1716.47
2025-07-03,IG Campaign B,4243,119,34,1286.05
2025-02-10,IG Campaign B,11697,372,47,539.52
2025-01-05,IG Campaign A,5993,1120,274,1086.08
2024-12-26,IG Campaign B,5763,1117,135,241.94
2025-02-08,IG Campaign D,7712,481,120,724.24
2024-10-27,IG Campaign C,1375,18,2,1619.28
2025-06-29,IG Campaign B,17924,1170,315,681.45
2025-02-23,IG Campaign D,15697,1081,321,1999.76
2025-02-18,IG Campaign D,18662,2969,311,811.16
2024-12-06,IG Campaign C,17234,3192,354,212.63
2025-01-18,IG Campaign D,2102,200,15,230.18
2024-12-06,IG Campaign B,16724,1238,218,1934.99
2025-07-18,IG Campaign B,16464,876,148,361.46
2025-04-26,IG Campaign B,2289,102,15,665.03
2024-11-08,IG Campaign D,6095,1105,65,266.79
2025-02-23,IG Campaign A,18830,2102,293,664.33
2024-11-18,IG Campaign B,1536,25,7,1530.91
2025-04-23,IG Campaign A,13526,1195,319,586.87
2025-03-02,IG Campaign D,13621,1129,91,1655.71
2024-10-15,IG Campaign D,15334,2244,263,777.17
2024-11-30,IG Campaign C,17947,2277,371,897.27
2025-06-22,IG Campaign C,17991,1206,355,1055.32
2024-08-22,IG Campaign A,8635,294,55,1112.03
2024-11-07,IG Campaign D,15516,2319,281,1256.94
2025-03-05,IG Campaign D,8139,825,108,982.32
2024-08-20,IG Campaign A,14435,2215,624,1731.32
2024-10-01,IG Campaign A,12480,1540,245,350.25
2025-02-23,IG Campaign D,9167,1321,264,1165.49
2025-01-12,IG Campaign C,4358,444,52,585.33
2024-12-28,IG Campaign C,15709,1641,235,1811.13
2024-08-11,IG Campaign D,5431,707,192,389.62
2025-06-15,IG Campaign A,17946,2468,180,637.96
2025-06-25,IG Campaign A,3329,610,181,922.4
2024-08-19,IG Campaign D,5200,896,169,1777.21
2025-04-05,IG Campaign D,17951,729,107,1595.58
2025-06-24,IG Campaign D,16574,2409,269,980.72
2025-06-14,IG Campaign D,19299,1569,249,1404.03
2025-07-03,IG Campaign B,7010,436,105,1587.01
2024-11-05,IG Campaign C,5422,985,78,297.18
2025-04-20,IG Campaign B,3236,318,72,922.51
2025-07-25,IG Campaign B,3060,405,44,1718.26
2024-12-21,IG Campaign D,5123,481,143,740.7
2024-12-11,IG Campaign D,12069,1802,431,212.03
2024-11-29,IG Campaign D,10491,1957,155,1241.54
2025-08-01,IG Campaign A,16043,1529,119,676.68
2025-02-17,IG Campaign C,14158,2815,376,1322.74
2024-10-07,IG Campaign D,16120,2468,514,162.57
2025-03-18,IG Campaign B,16889,3116,530,1420.68
2025-01-29,IG Campaign D,4020,455,65,1636.01
2025-01-22,IG Campaign C,12355,1631,222,174.69
