date,campaign_name,emails_sent,opens,clicks,conversions
2025-07-21,Email Campaign X,5492,2464,705,40
2025-05-16,Email Campaign W,11098,2714,575,100
2025-05-31,Email Campaign Y,1048,176,18,1
2025-04-10,Email Campaign X,11980,3378,472,79
2024-10-11,Email Campaign X,1536,668,42,5
2025-07-28,Email Campaign X,9447,2276,354,88
2025-02-10,Email Campaign X,3199,1477,256,52
2025-02-18,Email Campaign Z,12818,2964,509,110
2024-09-12,Email Campaign W,12635,4052,836,139
2025-03-09,Email Campaign Y,4339,626,159,24
2025-01-02,Email Campaign W,8834,1866,185,22
2024-09-13,Email Campaign Y,7008,1876,404,36
2025-01-12,Email Campaign Y,13837,2233,229,33
2024-10-11,Email Campaign X,2834,744,98,4
2025-01-03,Email Campaign Y,13837,5600,1303,110
2024-09-13,Email Campaign Y,10688,1345,247,43
2025-03-16,Email Campaign Y,6447,1991,264,49
2025-02-15,Email Campaign Y,2620,839,249,38
2025-07-14,Email Campaign Z,6203,2801,481,41
2025-03-31,Email Campaign W,11374,3939,208,47
2024-08-03,Email Campaign Y,1501,265,15,3
2025-06-09,Email Campaign Z,1995,671,65,4
2024-08-09,Email Campaign Z,1133,433,47,11
2025-05-18,Email Campaign Y,9499,4447,1291,88
2024-12-11,Email Campaign Y,13858,6034,339,71
2025-04-12,Email Campaign Z,13884,3324,654,104
2025-01-08,Email Campaign W,3067,1017,218,34
2024-09-28,Email Campaign Z,7557,3344,502,45
2025-04-26,Email Campaign Y,2607,941,263,26
2025-01-24,Email Campaign Y,9146,2496,151,21
2025-04-03,Email Campaign X,10596,1431,339,54
2025-05-25,Email Campaign W,12413,2448,714,138
2025-05-10,Email Campaign X,3502,1510,267,39
2024-08-16,Email Campaign Y,8832,3260,288,30
2024-12-22,Email Campaign W,2999,1183,65,10
2024-12-11,Email Campaign X,2769,492,42,7
2024-08-23,Email Campaign X,1566,294,29,7
2025-03-16,Email Campaign W,13501,5366,1495,207
2025-02-22,Email Campaign X,14940,6591,353,31
2025-03-18,Email Campaign Z,7692,1791,186,34
2024-09-04,Email Campaign Z,4383,440,53,13
2024-11-28,Email Campaign X,9889,2005,414,41
2024-09-09,Email Campaign Z,4361,878,109,12
2024-11-05,Email Campaign Y,9545,3931,737,73
2025-04-23,Email Campaign Y,1073,408,44,6
2025-06-04,Email Campaign Y,3970,1413,266,50
2024-08-21,Email Campaign Z,11031,5042,348,61
2024-10-20,Email Campaign X,8068,3218,167,36
2025-05-10,Email Campaign X,1510,492,68,3
2025-05-30,Email Campaign X,8245,2167,140,12
2025-07-18,Email Campaign X,6451,2405,306,29
2025-05-31,Email Campaign X,12970,1580,412,22
2024-11-02,Email Campaign X,14535,6896,931,77
2024-10-31,Email Campaign X,10418,3737,958,134
2024-10-03,Email Campaign X,7698,1732,172,15
2025-07-13,Email Campaign X,7002,2174,475,40
2025-05-22,Email Campaign Y,9519,993,124,6
2025-05-02,Email Campaign W,3758,409,116,26
2025-07-12,Email Campaign Z,9261,4323,1184,110
2024-11-02,Email Campaign X,7536,1317,290,18
2024-12-06,Email Campaign Y,13191,5607,894,208
2025-03-19,Email Campaign Y,6057,864,255,60
2024-12-16,Email Campaign X,5940,2714,574,74
2025-01-12,Email Campaign W,10125,2089,535,65
2025-03-05,Email Campaign Z,12154,1807,438,89
2024-09-26,Email Campaign W,6558,3266,342,30
2024-10-07,Email Campaign X,4361,1167,226,51
2025-04-20,Email Campaign X,12402,6181,1774,339
2025-02-28,Email Campaign Z,11136,4345,1152,248
2025-04-09,Email Campaign X,5141,922,69,5
2025-01-13,Email Campaign Z,1540,480,54,13
2024-12-22,Email Campaign Y,10606,4149,958,180
2025-06-04,Email Campaign Z,1011,415,34,8
2025-04-03,Email Campaign W,12773,4307,1050,54
2024-09-18,Email Campaign Y,7423,1407,133,8
2024-10-10,Email Campaign X,2401,844,146,30
2025-05-22,Email Campaign W,6241,2018,148,22
2025-03-17,Email Campaign Z,11352,1237,195,47
2025-03-14,Email Campaign Z,6299,2655,139,9
2025-06-11,Email Campaign Y,2519,873,166,21
2025-03-11,Email Campaign Z,7611,1208,215,38
2024-09-08,Email Campaign W,6093,2512,732,144
2025-02-18,Email Campaign W,7831,2406,328,46
2025-03-12,Email Campaign W,11464,5507,1295,262
2024-08-24,Email Campaign W,4796,1897,447,65
2025-05-12,Email Campaign W,4967,598,174,25
2024-09-25,Email Campaign Z,13009,4325,222,17
2025-07-20,Email Campaign Y,11863,2198,340,58
2025-05-25,Email Campaign W,5038,2508,359,80
2024-11-22,Email Campaign Z,5775,2675,142,27
2024-12-10,Email Campaign X,10263,1060,290,53
2025-02-18,Email Campaign Y,10928,3767,1052,224
2025-05-21,Email Campaign Y,4089,494,79,14
2025-06-10,Email Campaign X,10496,1739,418,43
2024-12-22,Email Campaign X,13538,5752,1282,116
2025-02-02,Email Campaign X,10812,2084,278,45
2025-01-11,Email Campaign Z,13375,1424,425,61
2024-08-14,Email Campaign X,10151,2862,338,65
2024-12-30,Email Campaign W,14112,5668,1084,150
2024-08-01,Email Campaign Z,4958,1705,302,50
2024-08-28,Email Campaign Y,11454,3493,566,141
2024-11-04,Email Campaign Y,2097,762,84,10
2024-12-23,Email Campaign X,12483,5003,609,110
2025-04-22,Email Campaign X,9045,2455,331,62
2025-05-12,Email Campaign W,2667,316,74,14
2025-05-31,Email Campaign Y,4220,1391,332,22
2024-12-30,Email Campaign X,7435,2234,242,35
2025-01-04,Email Campaign X,8760,1989,147,19
2025-03-06,Email Campaign W,1555,733,97,23
2025-06-20,Email Campaign X,9301,1341,250,20
2024-12-03,Email Campaign Z,10144,2891,335,55
2024-09-08,Email Campaign X,6542,1006,187,18
2024-09-22,Email Campaign W,4492,2081,474,39
2024-08-11,Email Campaign Z,10270,1288,273,22
2025-06-02,Email Campaign W,10816,1930,546,111
2025-07-30,Email Campaign Y,10432,3483,434,49
2025-02-23,Email Campaign Y,13945,6574,1406,145
2024-12-20,Email Campaign Y,4871,2148,483,51
2025-05-04,Email Campaign Z,11658,1665,250,58
2024-08-26,Email Campaign Y,14803,6477,1329,151
2025-02-04,Email Campaign Y,4022,1416,260,64
2025-04-01,Email Campaign Z,5635,919,240,54
2025-03-24,Email Campaign X,3863,1664,191,30
2025-01-29,Email Campaign X,13758,6301,563,30
2024-12-08,Email Campaign Z,13781,4849,1412,98
2025-05-08,Email Campaign X,8836,3463,377,90
2025-06-17,Email Campaign Z,8182,3320,747,140
2024-12-22,Email Campaign Y,6265,2229,120,21
2024-08-15,Email Campaign W,6295,2008,192,35
2024-08-17,Email Campaign X,3331,945,160,39
2025-03-10,Email Campaign W,13782,4352,972,51
2025-03-30,Email Campaign W,8630,3270,674,120
2024-12-23,Email Campaign X,13118,6338,1016,167
2024-10-10,Email Campaign X,5867,848,209,34
2025-03-15,Email Campaign Y,5599,914,138,6
2025-04-02,Email Campaign W,3511,1240,151,33
2025-03-09,Email Campaign Y,5782,1893,362,75
2024-10-31,Email Campaign Z,14315,2725,335,50
2025-03-26,Email Campaign Z,12491,4959,975,147
2025-07-19,Email Campaign Y,9559,3683,624,137
2025-04-11,Email Campaign X,5172,2344,216,21
2025-01-20,Email Campaign X,7659,1680,200,33
2024-12-15,Email Campaign W,14685,4692,973,56
2024-12-13,Email Campaign X,7690,3687,766,80
2025-07-29,Email Campaign W,5174,2102,163,20
2024-09-20,Email Campaign Y,2039,367,18,4
2024-10-01,Email Campaign W,10746,1184,87,8
2025-06-21,Email Campaign Z,5811,2532,728,172
2024-12-29,Email Campaign Y,13840,2085,448,47
2025-01-13,Email Campaign X,7231,3321,315,18
2025-04-23,Email Campaign Y,5721,1068,138,23
2025-05-12,Email Campaign Z,13164,6546,1138,106
2025-03-07,Email Campaign W,8524,3273,670,149
2025-01-20,Email Campaign X,8190,1409,331,43
2025-07-08,Email Campaign W,8712,2942,437,76
2025-03-24,Email Campaign Z,14757,1594,221,26
2025-06-06,Email Campaign W,7751,2799,425,58
2025-03-31,Email Campaign Z,12983,4384,1161,223
2025-06-24,Email Campaign Y,9240,3808,804,145
2024-10-16,Email Campaign Z,12644,4925,1448,188
2024-11-11,Email Campaign X,14193,6887,1172,261
2024-08-18,Email Campaign Y,3200,944,203,12
2025-01-07,Email Campaign W,12421,2453,697,127
2025-05-15,Email Campaign X,2038,941,222,29
2025-07-10,Email Campaign X,14271,6740,1926,192
2025-04-25,Email Campaign X,11806,4933,1455,98
2025-05-07,Email Campaign Z,2886,809,210,42
2024-10-19,Email Campaign X,10551,3691,569,79
2025-01-25,Email Campaign Y,7737,955,58,10
2025-06-18,Email Campaign Z,1579,508,41,5
2025-07-21,Email Campaign Z,7450,1569,431,26
2025-03-02,Email Campaign W,11572,5693,1147,128
2025-05-09,Email Campaign W,7859,1161,322,41
2025-06-06,Email Campaign Z,2183,680,177,29
2025-01-07,Email Campaign W,2365,256,74,9
2025-05-17,Email Campaign W,11695,1825,396,53
2024-10-13,Email Campaign W,14429,1940,303,63
2024-12-28,Email Campaign Y,8758,1274,213,32
2025-02-24,Email Campaign Y,11521,3177,809,82
2025-07-28,Email Campaign Y,13799,6311,1438,235
2025-05-19,Email Campaign Z,4836,698,99,9
2025-06-08,Email Campaign X,7328,3419,695,46
2025-05-22,Email Campaign W,7274,3205,460,23
2024-08-30,Email Campaign Y,8594,3941,445,53
2024-10-18,Email Campaign X,14320,3677,745,68
2025-01-21,Email Campaign W,11829,5442,1036,185
2025-01-09,Email Campaign W,10182,1081,96,13
2025-05-06,Email Campaign Y,2091,428,62,11
2024-09-22,Email Campaign W,3621,437,70,4
2024-09-06,Email Campaign W,5580,1485,215,45
2025-02-14,Email Campaign W,11987,5096,918,225
2025-05-31,Email Campaign Y,8510,3660,184,18
2024-10-19,Email Campaign W,12212,3572,562,95
2025-02-18,Email Campaign Y,8934,3595,655,101
2025-02-19,Email Campaign X,14402,6865,613,108
2024-11-17,Email Campaign W,5886,1058,302,20
2024-12-18,Email Campaign W,3696,663,58,7
2025-01-02,Email Campaign X,1507,585,82,8
2024-09-09,Email Campaign Y,11017,5425,1376,296
2025-07-28,Email Campaign Y,6729,779,198,28
2024-08-11,Email Campaign Y,1288,154,41,4
2025-04-21,Email Campaign X,3939,655,177,21
2025-07-19,Email Campaign X,13390,5193,669,95
2025-05-04,Email Campaign Y,7829,2318,384,80
2025-03-23,Email Campaign W,14552,4895,335,67
2024-09-14,Email Campaign Z,10000,2844,482,69
2025-05-02,Email Campaign Z,14299,3285,214,39
2024-09-14,Email Campaign X,9467,3870,418,74
2025-05-04,Email Campaign W,7758,1120,272,45
2024-10-24,Email Campaign Y,10993,1118,68,13
2024-10-19,Email Campaign Y,7248,2804,759,77
2025-07-28,Email Campaign Z,9906,2632,346,85
2025-08-01,Email Campaign X,3901,1505,115,17
2024-10-03,Email Campaign W,13513,5206,624,136
2025-03-30,Email Campaign Z,12119,5989,1434,344
2025-06-09,Email Campaign Y,2737,1290,242,42
2024-12-16,Email Campaign W,12877,5858,1316,114
2025-06-24,Email Campaign Y,13042,5025,1251,272
2025-01-18,Email Campaign X,12199,3261,530,72
2025-07-16,Email Campaign Y,13144,1876,298,37
2024-10-04,Email Campaign X,5012,1952,446,103
2024-08-12,Email Campaign X,9726,4193,1050,237
2025-05-23,Email Campaign X,8633,1133,217,47
2025-04-05,Email Campaign Z,10327,4421,373,20
2025-06-22,Email Campaign Y,8981,3215,866,158
2024-08-07,Email Campaign Y,4499,2107,580,138
2024-10-11,Email Campaign X,6128,2744,302,50
2025-05-11,Email Campaign X,13915,3213,825,158
2025-05-31,Email Campaign Z,1073,443,54,12
2025-03-19,Email Campaign Y,10487,1391,164,34
2025-03-13,Email Campaign Y,14943,5353,1509,256
2024-11-01,Email Campaign W,11052,2981,873,80
2025-02-15,Email Campaign Y,14059,2781,255,38
2024-09-23,Email Campaign Z,13324,5482,692,160
2024-11-16,Email Campaign Z,5104,2041,602,33
2025-05-15,Email Campaign W,9188,1780,107,14
2025-05-29,Email Campaign X,10632,2318,375,36
2025-02-27,Email Campaign Y,7231,3308,464,36
2024-09-15,Email Campaign Z,9351,987,69,11
2025-06-03,Email Campaign Y,8412,3045,496,31
2025-03-09,Email Campaign W,1181,417,78,7
2024-08-27,Email Campaign Z,5839,1562,335,21
2025-05-16,Email Campaign X,10702,4617,685,133
2024-09-06,Email Campaign W,14751,4535,940,218
2025-05-14,Email Campaign Z,12362,3932,1164,251
2024-09-04,Email Campaign W,13477,5696,1250,157
2025-02-25,Email Campaign X,2136,755,139,14
2024-12-01,Email Campaign Y,1673,441,131,32
2025-07-20,Email Campaign Y,3607,639,104,22
2025-05-27,Email Campaign Y,5442,672,71,10
2025-07-16,Email Campaign W,11675,4047,253,32
2024-08-01,Email Campaign Z,12775,3862,286,48
2025-07-30,Email Campaign W,7497,3450,530,105
2024-09-14,Email Campaign X,6060,2949,326,30
2024-10-02,Email Campaign X,12717,5695,1036,215
2025-01-17,Email Campaign Z,10127,4055,472,101
2025-04-07,Email Campaign Y,1189,471,114,27
2025-01-11,Email Campaign Z,8427,1350,366,59
2025-06-07,Email Campaign Z,1312,399,39,8
2025-03-07,Email Campaign Z,1251,310,37,8
2025-06-05,Email Campaign W,1700,715,105,6
2024-12-22,Email Campaign W,8015,1994,209,25
2024-08-22,Email Campaign X,10175,4134,1054,163
2025-04-02,Email Campaign W,13363,4266,795,63
2024-12-26,Email Campaign W,2364,595,60,13
2025-04-29,Email Campaign X,13534,1803,258,60
2025-06-29,Email Campaign W,12675,2706,714,35
2025-03-01,Email Campaign X,12346,3106,177,10
2024-12-07,Email Campaign W,2067,751,50,11
2025-04-08,Email Campaign X,9474,1684,264,28
2025-01-08,Email Campaign W,12610,4200,982,153
2024-12-13,Email Campaign X,7950,1105,254,51
2025-02-22,Email Campaign Y,14032,1882,401,44
2024-10-10,Email Campaign X,3691,1588,318,70
2024-08-20,Email Campaign Y,7024,1342,156,10
2024-10-31,Email Campaign Y,1698,656,51,7
2025-01-22,Email Campaign W,5163,1888,360,56
2025-07-27,Email Campaign Z,5447,998,293,27
2024-08-21,Email Campaign Y,14514,6682,1555,263
2024-09-17,Email Campaign Z,8783,2705,350,52
2025-08-01,Email Campaign Y,7471,3042,278,38
2025-03-30,Email Campaign W,10539,1236,133,10
2025-07-19,Email Campaign X,14372,5302,931,113
2024-10-06,Email Campaign Z,7749,2067,397,29
2024-12-08,Email Campaign Y,12606,1819,468,96
2025-02-09,Email Campaign X,8343,3134,735,138
2024-08-03,Email Campaign Z,5259,2555,423,96
2024-10-26,Email Campaign W,5521,1185,273,30
2025-03-09,Email Campaign Z,11739,4485,494,91
2025-01-28,Email Campaign Z,7006,875,132,15
2025-03-05,Email Campaign Y,12157,3764,808,119
2024-12-18,Email Campaign W,5510,690,172,38
2025-03-03,Email Campaign W,6857,1985,394,82
2024-12-29,Email Campaign Z,7285,2958,464,82
2025-03-09,Email Campaign Z,8789,3834,400,52
2025-02-07,Email Campaign Y,14582,4946,615,143
2025-07-11,Email Campaign Z,4687,775,218,30
2025-04-11,Email Campaign X,1825,315,22,2
2025-06-30,Email Campaign W,4943,1299,363,61
2024-11-06,Email Campaign W,13680,3167,630,58
2024-11-28,Email Campaign W,8518,2988,428,48
2025-01-28,Email Campaign W,3462,1212,155,27
2024-09-14,Email Campaign Y,7281,1057,300,19
2024-10-14,Email Campaign Z,2632,481,134,20
2024-10-01,Email Campaign X,3184,730,139,18
2025-01-15,Email Campaign X,3556,1172,177,25
2024-12-30,Email Campaign X,11374,1436,72,9
2025-03-07,Email Campaign X,3179,838,162,8
2024-12-09,Email Campaign Z,9142,3076,213,44
2025-06-14,Email Campaign X,5607,948,142,16
2024-10-11,Email Campaign Y,6492,3005,188,24
2024-12-30,Email Campaign Y,5167,1817,441,57
2025-03-26,Email Campaign W,10716,4360,536,32
2025-01-13,Email Campaign X,8212,3928,796,157
2025-03-17,Email Campaign W,5408,1814,312,20
2025-04-20,Email Campaign X,13051,2635,154,8
2024-11-09,Email Campaign W,8018,1947,504,33
2024-08-17,Email Campaign Y,11344,5193,673,94
2025-01-20,Email Campaign W,10021,1057,291,16
2025-04-01,Email Campaign Z,12849,4781,807,179
2024-11-03,Email Campaign Z,1444,275,73,16
2025-05-30,Email Campaign W,12025,2093,616,79
2025-05-16,Email Campaign X,6613,1493,178,40
2024-10-19,Email Campaign Y,2763,1241,180,43
2025-06-23,Email Campaign Y,14963,6217,1605,343
2024-10-08,Email Campaign W,13790,6770,1518,207
2025-07-31,Email Campaign X,3131,1122,80,16
2024-11-17,Email Campaign W,14122,6906,1139,115
2024-08-24,Email Campaign Y,13061,6461,968,177
2025-02-01,Email Campaign Z,8580,1633,314,40
2025-01-12,Email Campaign Y,3393,1296,156,12
2024-08-26,Email Campaign X,1505,220,48,8
2025-08-01,Email Campaign Y,4190,870,84,19
2025-04-24,Email Campaign W,12191,5660,314,40
2024-10-29,Email Campaign Y,10636,4112,267,39
2025-06-18,Email Campaign X,2908,455,73,16
2024-11-30,Email Campaign X,10180,3805,406,53
2025-07-14,Email Campaign W,7767,1195,254,13
2025-05-17,Email Campaign W,12986,5838,1360,292
2025-02-22,Email Campaign W,3105,654,181,39
2024-10-21,Email Campaign Y,10386,3547,1063,110
2025-05-02,Email Campaign W,5991,731,126,22
2024-12-29,Email Campaign X,11337,3285,539,57
2025-07-17,Email Campaign Z,13158,4879,350,28
2024-12-21,Email Campaign Y,8480,3604,909,218
2025-07-05,Email Campaign Z,1105,206,45,4
2025-06-13,Email Campaign Y,11238,3471,576,86
2025-05-11,Email Campaign Y,7524,2908,266,20
2025-02-10,Email Campaign W,6173,1874,401,25
2025-03-19,Email Campaign Y,5947,621,168,28
2025-07-01,Email Campaign X,3411,996,240,38
2025-07-24,Email Campaign Z,8359,1257,107,11
2025-05-09,Email Campaign X,8073,825,108,6
2025-04-13,Email Campaign W,2648,1149,109,18
2025-06-10,Email Campaign Y,6403,1996,366,22
2024-10-16,Email Campaign Z,10107,1728,335,47
2024-11-23,Email Campaign W,13721,3440,799,163
2025-07-09,Email Campaign W,11633,3527,686,107
2024-11-13,Email Campaign W,13660,3311,981,122
2024-08-31,Email Campaign Y,10629,1751,449,91
2024-12-18,Email Campaign Z,2677,815,195,43
2024-08-25,Email Campaign X,1501,702,79,11
2025-02-04,Email Campaign Y,1235,529,137,31
2025-02-21,Email Campaign W,7101,1672,159,18
2025-02-27,Email Campaign W,14679,4204,424,26
2025-04-13,Email Campaign X,4174,1368,242,20
2024-10-11,Email Campaign X,14985,5711,1313,223
2025-07-16,Email Campaign W,8587,1061,257,32
2025-03-25,Email Campaign Z,5199,2586,148,26
2025-01-30,Email Campaign Z,6539,948,251,39
2024-08-05,Email Campaign X,10463,3356,379,42
2025-03-27,Email Campaign W,14407,5971,320,53
2024-10-26,Email Campaign Z,11425,1602,325,46
2024-08-30,Email Campaign Y,14763,5241,654,58
2024-08-12,Email Campaign W,3999,1091,302,69
2024-12-10,Email Campaign Y,5740,1059,291,38
2025-06-09,Email Campaign X,5019,2425,419,94
2025-07-06,Email Campaign Z,8432,1027,174,31
2025-05-16,Email Campaign Y,9193,2661,352,49
2024-12-10,Email Campaign X,5593,2167,478,36
2025-02-04,Email Campaign W,3211,398,20,4
2024-12-25,Email Campaign Z,1838,323,74,16
2025-02-21,Email Campaign Z,9397,2198,561,113
2025-07-22,Email Campaign Y,2616,669,102,13
2025-02-14,Email Campaign Y,3863,1193,211,26
2025-07-24,Email Campaign X,4080,1311,280,66
2024-08-22,Email Campaign X,4214,1276,270,30
2024-09-02,Email Campaign Y,12218,4649,622,110
2025-05-22,Email Campaign Y,4032,1761,503,40
2024-08-30,Email Campaign W,5854,2797,595,138
2024-12-29,Email Campaign Z,12734,3897,828,135
2025-01-22,Email Campaign X,14575,1496,163,25
2025-02-16,Email Campaign Y,6566,2725,514,97
2025-04-02,Email Campaign W,5373,1628,416,26
2024-08-31,Email Campaign X,4038,1821,489,50
2025-05-14,Email Campaign Z,4039,790,212,18
2024-11-11,Email Campaign X,14117,6380,1793,251
2024-12-26,Email Campaign Y,10863,1496,106,15
2024-09-18,Email Campaign Z,6305,2866,693,144
2025-03-07,Email Campaign Z,10524,4529,801,41
2024-10-16,Email Campaign Y,13407,5501,1350,319
2024-08-22,Email Campaign X,2928,512,144,28
2025-03-14,Email Campaign X,3347,520,134,15
2025-03-29,Email Campaign X,11032,4239,1039,102
2024-11-20,Email Campaign Y,6799,2273,353,50
2025-02-13,Email Campaign W,5381,646,181,20
2025-02-25,Email Campaign Y,7458,1008,254,30
2025-06-12,Email Campaign X,14295,4376,1212,186
2025-04-01,Email Campaign X,5520,1511,362,44
2024-12-16,Email Campaign W,1139,316,30,7
2025-07-21,Email Campaign W,2432,1130,243,30
2025-04-09,Email Campaign Z,1668,623,152,32
2024-12-17,Email Campaign X,2662,677,59,7
2025-01-14,Email Campaign Z,9728,3372,776,101
2025-03-19,Email Campaign W,10098,4539,460,38
2024-10-23,Email Campaign Z,9777,2620,377,63
2025-01-11,Email Campaign X,13162,5255,1309,216
2024-09-21,Email Campaign Y,9266,2307,577,115
2025-06-08,Email Campaign X,10232,2054,151,10
2024-08-30,Email Campaign Y,13650,2833,476,47
2025-06-22,Email Campaign W,13429,4013,371,82
2024-10-22,Email Campaign X,14296,5442,1435,325
2024-08-08,Email Campaign Y,10986,5109,1075,80
2025-06-03,Email Campaign Z,2539,638,43,4
2024-10-01,Email Campaign W,14815,3543,748,173
2025-07-17,Email Campaign Y,11185,5383,731,164
2025-02-21,Email Campaign Z,5209,1600,225,27
2025-05-09,Email Campaign Y,13638,4968,793,160
2024-08-03,Email Campaign Y,2159,496,124,24
2024-08-17,Email Campaign W,12636,3275,272,50
2025-04-05,Email Campaign Y,12397,4751,676,111
2024-12-02,Email Campaign Y,5316,2271,120,25
2025-04-30,Email Campaign Z,8988,4406,233,27
2024-11-07,Email Campaign Z,10990,1741,520,127
2025-07-12,Email Campaign Z,3372,1042,76,5
2025-01-04,Email Campaign Y,9300,4155,835,60
2025-04-09,Email Campaign W,1193,531,100,13
2025-02-14,Email Campaign Y,13854,5048,1407,325
2025-02-26,Email Campaign W,5054,1220,183,35
2025-03-29,Email Campaign Z,13969,6527,1619,397
2024-12-18,Email Campaign Z,9104,4270,1253,289
2024-12-22,Email Campaign Y,2068,569,137,12
2025-02-02,Email Campaign Y,8350,3927,307,29
2025-07-01,Email Campaign X,4509,1567,383,81
2025-07-21,Email Campaign Z,5997,1502,414,62
2025-02-20,Email Campaign X,4982,1261,359,44
2024-12-23,Email Campaign Y,12982,4602,1309,249
2024-12-13,Email Campaign Y,1584,320,61,3
2024-09-19,Email Campaign Y,14624,5925,663,132
2024-11-21,Email Campaign X,3224,1579,247,56
2025-01-09,Email Campaign Y,10572,4069,852,209
2025-04-03,Email Campaign X,7385,2379,540,92
2025-02-13,Email Campaign X,12559,4357,742,45
2024-12-03,Email Campaign X,13234,3265,209,14
2024-08-22,Email Campaign Z,9739,4157,702,41
2025-06-04,Email Campaign Y,4407,780,213,13
2025-02-24,Email Campaign X,3082,1255,350,50
2025-06-24,Email Campaign W,1319,243,19,2
2024-11-13,Email Campaign W,14839,5370,1364,127
2024-08-03,Email Campaign Y,12615,4329,929,154
2025-02-01,Email Campaign X,5662,696,153,23
2024-12-01,Email Campaign Y,4497,1242,120,6
2025-07-12,Email Campaign Y,12000,1669,294,21
2025-02-13,Email Campaign W,6456,2063,400,20
2025-02-28,Email Campaign W,9333,2644,599,43
2025-05-22,Email Campaign X,14277,7017,1555,98
2025-03-09,Email Campaign Y,8390,1860,542,117
2025-05-07,Email Campaign Z,5671,1139,298,47
2025-05-08,Email Campaign Y,1857,388,104,6
2025-01-22,Email Campaign X,4533,759,106,8
2025-06-17,Email Campaign X,3556,1000,141,16
2025-05-31,Email Campaign W,14573,5191,956,101
2025-05-20,Email Campaign W,5277,2614,761,189
2024-12-12,Email Campaign Y,2701,316,73,13
2025-06-04,Email Campaign W,12747,3166,945,59
2024-08-16,Email Campaign Z,5673,2246,457,41
2024-08-04,Email Campaign Z,1319,217,64,9
2024-10-08,Email Campaign X,12339,3178,352,51
2024-12-16,Email Campaign W,1023,185,51,6
2024-12-16,Email Campaign Y,9689,2392,340,39
2025-05-05,Email Campaign X,12463,4685,326,81
2024-12-04,Email Campaign Z,2701,404,66,4
2025-02-01,Email Campaign X,8986,2665,216,37
2024-09-11,Email Campaign W,9162,4369,934,122
2025-01-07,Email Campaign W,11763,4466,751,150
2025-05-25,Email Campaign W,9266,3233,755,91
2025-02-18,Email Campaign Y,4597,2181,500,36
2025-07-27,Email Campaign Z,9551,2191,183,33
2025-01-07,Email Campaign X,9234,1365,138,31
2024-11-03,Email Campaign W,8551,2252,507,126
2025-07-13,Email Campaign X,9521,2793,327,31
2025-05-15,Email Campaign W,9833,2266,555,119
2025-05-09,Email Campaign X,5608,2338,273,40
2024-12-17,Email Campaign W,3621,938,59,3
2025-06-26,Email Campaign W,9240,3875,399,42
2025-06-07,Email Campaign W,14388,2305,450,74
2025-02-10,Email Campaign W,3128,358,79,4
2024-12-18,Email Campaign X,8560,4021,1001,113
2025-07-17,Email Campaign Z,9752,2894,720,111
2025-07-02,Email Campaign X,3905,1147,171,29
2025-05-17,Email Campaign W,14299,1517,348,29
2024-10-30,Email Campaign X,9249,3902,790,177
2025-06-25,Email Campaign Y,2674,676,39,2
2025-01-29,Email Campaign Y,2372,850,194,23
2024-11-12,Email Campaign X,9551,2094,288,37
2024-10-07,Email Campaign W,8983,4164,653,56
2025-05-04,Email Campaign W,3664,1424,332,48
2024-10-02,Email Campaign W,12831,3904,492,38
2025-05-18,Email Campaign X,5995,2202,579,92
2024-08-12,Email Campaign X,12811,4379,697,132
2024-10-08,Email Campaign X,5401,1382,93,5
2024-08-14,Email Campaign Z,14002,5577,1140,152
2024-08-03,Email Campaign X,12382,4164,281,32
2024-12-06,Email Campaign X,4434,1194,233,28
2025-07-11,Email Campaign X,13621,4654,1235,298
2024-09-04,Email Campaign X,9113,3047,808,118
2025-07-31,Email Campaign Y,9678,3719,609,104
2024-11-18,Email Campaign W,1379,226,63,9
2024-09-01,Email Campaign W,3073,630,62,14
2024-11-12,Email Campaign X,11132,1983,191,14
2024-10-03,Email Campaign W,1670,359,25,4
2024-10-21,Email Campaign Y,4299,1630,459,26
2025-03-14,Email Campaign X,4276,1405,73,4
2025-02-04,Email Campaign Y,4218,1391,306,30
2025-03-25,Email Campaign X,14099,4545,988,99
2025-04-03,Email Campaign W,10525,3380,364,86
2025-07-02,Email Campaign X,14336,5037,1170,113
2025-01-15,Email Campaign Z,12551,5124,752,187
2025-01-19,Email Campaign X,8388,3191,239,38
2025-02-04,Email Campaign W,11998,3751,983,63
2025-05-02,Email Campaign X,12247,5530,1414,229
2024-09-19,Email Campaign Y,14830,2490,250,23
2024-11-16,Email Campaign W,5122,1879,291,69
2025-06-21,Email Campaign Z,3515,1097,239,55
2024-08-23,Email Campaign Y,8697,1071,76,7
2024-11-29,Email Campaign Z,13171,5976,429,33
2025-02-17,Email Campaign X,5737,890,148,34
2025-04-04,Email Campaign X,4079,1088,237,46
2024-08-04,Email Campaign Z,3566,1628,130,28
2024-08-17,Email Campaign X,11375,4917,517,32
2024-09-09,Email Campaign W,11951,3441,208,11
2025-04-18,Email Campaign Y,4155,1360,176,9
2024-10-01,Email Campaign Y,12521,5853,1001,140
2025-01-18,Email Campaign X,11868,1968,493,27
2024-08-02,Email Campaign Y,4301,526,130,16
2025-04-29,Email Campaign Z,4741,624,150,17
2025-04-28,Email Campaign W,7772,2860,195,34
2025-04-28,Email Campaign Y,13935,4955,1352,264
2025-07-02,Email Campaign Z,13085,2277,370,30
2025-06-08,Email Campaign X,1651,197,36,5
2024-08-19,Email Campaign Y,4834,2198,611,72
